-1.09696 -1.7679 
-0.795929 -1.31809 
-0.619838 -1.06898 
-0.494899 -0.901954 
-0.397989 -0.779964 
-0.318808 -0.686537 
-0.251861 -0.61287 
-0.193869 -0.553713 
-0.142716 -0.505669 
-0.0969589 -0.466426 
-0.0555662 -0.434321 
-0.0177776 -0.408133 
0.0169845 -0.386935 
0.0491692 -0.369983 
0.0791324 -0.356719 
0.107161 -0.346667 
0.13349 -0.339451 
0.158314 -0.334754 
0.181795 -0.332314 
0.204071 -0.331887 
0.22526 -0.333307 
0.245464 -0.336391 
0.264769 -0.340993 
0.283252 -0.346999 
0.300981 -0.354289 
0.318014 -0.362785 
0.334405 -0.37237 
0.350199 -0.382986 
0.365439 -0.394561 
0.380162 -0.407029 
0.394403 -0.420349 
0.408191 -0.434451 
0.421555 -0.449311 
0.43452 -0.464875 
0.447109 -0.481098 
0.459344 -0.497977 
0.471243 -0.515426 
0.482825 -0.53346 
0.494106 -0.552042 
0.505101 -0.571147 
0.515825 -0.590783 
0.52629 -0.610847 
0.53651 -0.631391 
0.546494 -0.652372 
0.556254 -0.673808 
0.565799 -0.695604 
0.575139 -0.717822 
0.584282 -0.740444 
0.593237 -0.763431 
0.602011 -0.786777 
0.610611 -0.810441 
0.619044 -0.834438 
0.627317 -0.858759 
0.635435 -0.883426 
0.643404 -0.908468 
0.651229 -0.933705 
0.658916 -0.959254 
0.666469 -0.985218 
0.673893 -1.01124 
0.681192 -1.03778 
0.688371 -1.06434 
0.695433 -1.09144 
0.702382 -1.11849 
0.709221 -1.14598 
0.715954 -1.17378 
0.722585 -1.2016 
0.729116 -1.2298 
0.73555 -1.25833 
0.74189 -1.28698 
0.748139 -1.31575 
0.754299 -1.3448 
0.760374 -1.37412 
0.766364 -1.40368 
0.772273 -1.43346 
0.778102 -1.4635 
0.783855 -1.49375 
0.789532 -1.52417 
0.795136 -1.55472 
0.800668 -1.58544 
0.806131 -1.61637 
0.811526 -1.64744 
0.816855 -1.67868 
0.822119 -1.71009 
0.82732 -1.74168 
0.83246 -1.77348 
0.83754 -1.80549 
0.84256 -1.83776 
0.847524 -1.87032 
0.852431 -1.90319 
0.857284 -1.93553 
0.862083 -1.9682 
0.866829 -2.00123 
0.871524 -2.03468 
0.876169 -2.06842 
0.880765 -2.10143 
0.885312 -2.13492 
0.889813 -2.169 
0.894267 -2.20338 
0.898676 -2.23687 
0.903041 -2.2711 
0.907363 -2.30613 
0.911641 -2.34019 
0.915878 -2.37464 
0.920074 -2.41011 
0.92423 -2.44471 
0.928347 -2.47958 
0.932425 -2.51569 
0.936465 -2.5503 
0.940468 -2.5858 
0.944434 -2.62216 
0.948364 -2.65697 
0.952259 -2.69348 
0.95612 -2.72915 
0.959946 -2.76513 
0.963739 -2.8022 
0.967499 -2.83758 
0.971227 -2.87525 
0.974923 -2.91073 
0.978588 -2.94805 
0.982222 -2.98447 
0.985827 -3.02148 
0.989401 -3.05872 
0.992946 -3.09549 
0.996463 -3.13341 
0.999951 -3.17001 
1.00341 -3.20848 
1.00684 -3.24503 
1.01025 -3.28387 
1.01363 -3.32054 
1.01698 -3.35954 
1.02031 -3.39645 
1.02362 -3.43543 
1.02689 -3.47285 
1.03015 -3.51162 
1.03337 -3.54974 
1.03658 -3.58809 
1.03976 -3.62719 
1.04292 -3.66495 
1.04606 -3.70533 
1.04917 -3.74233 
1.05226 -3.78362 
1.05533 -3.82031 
1.05838 -3.86051 
1.0614 -3.89914 
1.06441 -3.938 
1.06739 -3.97893 
1.07036 -4.01638 
1.0733 -4.05828 
1.07623 -4.09587 
1.07913 -4.13587 
1.08202 -4.17667 
1.08488 -4.21469 
1.08773 -4.25719 
1.09056 -4.29506 
1.09337 -4.33512 
1.09617 -4.37725 
1.09894 -4.41487 
1.1017 -4.45687 
1.10444 -4.4968 
1.10716 -4.53592 
1.10987 -4.57971 
1.11256 -4.61751 
1.11523 -4.65789 
1.11788 -4.70194 
1.12053 -4.73915 
1.12315 -4.78059 
1.12576 -4.82374 
1.12835 -4.86158 
1.13093 -4.90376 
1.13349 -4.94647 
1.13604 -4.98464 
1.13857 -5.02727 
1.14109 -5.07008 
1.14359 -5.10834 
1.14608 -5.151 
1.14855 -5.19464 
1.15101 -5.23265 
1.15346 -5.27505 
1.15589 -5.32017 
1.15831 -5.35769 
1.16072 -5.39947 
1.16311 -5.44643 
1.16549 -5.48363 
1.16786 -5.52438 
1.17021 -5.57011 
1.17255 -5.61062 
1.17488 -5.65011 
1.1772 -5.69423 
1.1795 -5.73903 
1.18179 -5.77695 
1.18407 -5.81918 
1.18634 -5.86665 
1.1886 -5.90535 
1.19084 -5.9454 
1.19308 -5.99023 
1.1953 -6.03573 
1.19751 -6.07351 
1.19971 -6.11556 
1.20189 -6.16273 
1.20407 -6.20405 
1.20624 -6.24317 
1.20839 -6.28684 
1.21054 -6.33604 
1.21267 -6.37381 
1.21479 -6.41397 
1.21691 -6.4588 
1.21901 -6.50807 
1.2211 -6.54487 
1.22319 -6.58563 
1.22526 -6.63118 
1.22732 -6.68015 
1.22938 -6.71702 
1.23142 -6.75792 
1.23345 -6.80366 
1.23548 -6.85366 
1.23749 -6.89031 
1.2395 -6.93082 
1.2415 -6.97615 
1.24349 -7.02741 
1.24546 -7.06481 
1.24743 -7.10453 
1.24939 -7.14885 
1.25135 -7.19878 
1.25329 -7.24087 
1.25522 -7.27936 
1.25715 -7.32211 
1.25907 -7.37013 
1.26098 -7.41891 
1.26288 -7.45578 
1.26477 -7.49658 
1.26665 -7.54216 
1.26853 -7.59376 
1.2704 -7.63442 
1.27226 -7.67292 
1.27411 -7.71568 
1.27595 -7.76362 
1.27779 -7.81603 
1.27962 -7.85196 
1.28144 -7.89167 
1.28325 -7.93589 
1.28506 -7.98565 
1.28686 -8.03474 
1.28865 -8.07127 
1.29043 -8.11162 
1.29221 -8.15665 
1.29398 -8.20748 
1.29574 -8.25543 
1.29749 -8.29207 
1.29924 -8.33248 
1.30098 -8.37763 
1.30271 -8.42856 
1.30444 -8.47815 
1.30616 -8.51432 
1.30787 -8.55421 
1.30958 -8.5987 
1.31128 -8.64874 
1.31297 -8.70318 
1.31466 -8.73843 
1.31634 -8.77721 
1.31801 -8.82024 
1.31968 -8.86858 
1.32134 -8.92347 
1.323 -8.96485 
1.32465 -9.00196 
1.32629 -9.04299 
1.32792 -9.08878 
1.32955 -9.14049 
1.33118 -9.19433 
1.33279 -9.2294 
1.3344 -9.26794 
1.33601 -9.31064 
1.33761 -9.35852 
1.3392 -9.41284 
1.34079 -9.46059 
1.34237 -9.49629 
1.34395 -9.53564 
1.34552 -9.57926 
1.34709 -9.6283 
1.34865 -9.68416 
1.3502 -9.7294 
1.35175 -9.76517 
1.35329 -9.80457 
1.35483 -9.84837 
1.35636 -9.89753 
1.35789 -9.95351 
1.35941 -10.0009 
1.36092 -10.0362 
1.36243 -10.0749 
1.36394 -10.1179 
1.36544 -10.166 
1.36693 -10.2206 
1.36842 -10.2756 
1.36991 -10.3096 
1.37139 -10.347 
1.37286 -10.3883 
1.37433 -10.4344 
1.3758 -10.4864 
1.37726 -10.5461 
1.37871 -10.5865 
1.38016 -10.6219 
1.38161 -10.6608 
1.38305 -10.7041 
1.38448 -10.7524 
1.38591 -10.8074 
1.38734 -10.8678 
1.38876 -10.9009 
1.39018 -10.9369 
1.39159 -10.9767 
1.393 -11.0208 
1.3944 -11.0704 
1.3958 -11.1268 
1.3972 -11.1853 
1.39859 -11.2183 
1.39997 -11.2543 
1.40135 -11.294 
1.40273 -11.3379 
1.4041 -11.3873 
1.40547 -11.4436 
1.40683 -11.5067 
1.40819 -11.539 
1.40955 -11.5742 
1.4109 -11.6128 
1.41224 -11.6555 
1.41359 -11.7033 
1.41492 -11.7576 
1.41626 -11.82 
1.41759 -11.8636 
1.41891 -11.8972 
1.42024 -11.934 
1.42156 -11.9746 
1.42287 -12.0196 
1.42418 -12.0704 
1.42549 -12.1283 
1.42679 -12.1933 
1.42809 -12.2248 
1.42938 -12.2593 
1.43067 -12.2968 
1.43196 -12.3383 
1.43324 -12.3846 
1.43452 -12.4367 
1.4358 -12.4966 
1.43707 -12.5588 
1.43834 -12.5902 
1.4396 -12.6244 
1.44086 -12.6619 
1.44212 -12.7032 
1.44337 -12.7492 
1.44462 -12.801 
1.44587 -12.8605 
1.44711 -12.9292 
1.44835 -12.9599 
1.44958 -12.9932 
1.45082 -13.0295 
1.45204 -13.0694 
1.45327 -13.1137 
1.45449 -13.1635 
1.45571 -13.2202 
1.45692 -13.2859 
1.45814 -13.3348 
1.45934 -13.3664 
1.46055 -13.4007 
1.46175 -13.4384 
1.46295 -13.4798 
1.46414 -13.5261 
1.46533 -13.5782 
1.46652 -13.6379 
1.46771 -13.7076 
1.46889 -13.7457 
1.47007 -13.7775 
1.47124 -13.8121 
1.47242 -13.8499 
1.47358 -13.8916 
1.47475 -13.9382 
1.47591 -13.9908 
1.47707 -14.051 
1.47823 -14.1215 
1.47938 -14.1622 
1.48053 -14.1934 
1.48168 -14.2272 
1.48282 -14.2641 
1.48397 -14.3047 
1.4851 -14.35 
1.48624 -14.4008 
1.48737 -14.4588 
1.4885 -14.5263 
1.48963 -14.585 
1.49075 -14.6148 
1.49187 -14.647 
1.49299 -14.682 
1.49411 -14.7203 
1.49522 -14.7626 
1.49633 -14.81 
1.49743 -14.8634 
1.49854 -14.9249 
1.49964 -14.9968 
1.50074 -15.0435 
1.50183 -15.0734 
1.50292 -15.1057 
1.50401 -15.1408 
1.5051 -15.1794 
1.50619 -15.2219 
1.50727 -15.2694 
1.50835 -15.3231 
1.50942 -15.3848 
1.5105 -15.4574 
1.51157 -15.5089 
1.51264 -15.538 
1.5137 -15.5695 
1.51476 -15.6037 
1.51582 -15.641 
1.51688 -15.6822 
1.51794 -15.7279 
1.51899 -15.7794 
1.52004 -15.8382 
1.52109 -15.9068 
1.52213 -15.9823 
1.52318 -16.01 
1.52422 -16.0398 
1.52526 -16.072 
1.52629 -16.107 
1.52732 -16.1454 
1.52835 -16.1877 
1.52938 -16.235 
1.53041 -16.2882 
1.53143 -16.3495 
1.53245 -16.4213 
1.53347 -16.4915 
1.53448 -16.519 
1.5355 -16.5485 
1.53651 -16.5803 
1.53752 -16.615 
1.53852 -16.6529 
1.53953 -16.6947 
1.54053 -16.7412 
1.54153 -16.7936 
1.54253 -16.8537 
1.54352 -16.9239 
1.54452 -17.0081 
1.54551 -17.0362 
1.54649 -17.0646 
1.54748 -17.0951 
1.54846 -17.1282 
1.54944 -17.1643 
1.55042 -17.2037 
1.5514 -17.2475 
1.55238 -17.2965 
1.55335 -17.352 
1.55432 -17.416 
1.55529 -17.4919 
1.55625 -17.5636 
1.55722 -17.59 
1.55818 -17.6184 
1.55914 -17.649 
1.5601 -17.6821 
1.56105 -17.718 
1.56201 -17.7576 
1.56296 -17.8012 
1.56391 -17.8502 
1.56485 -17.9058 
1.5658 -17.9699 
1.56674 -18.0452 
1.56768 -18.1277 
1.56862 -18.1534 
1.56956 -18.1809 
1.57049 -18.2104 
1.57143 -18.2422 
1.57236 -18.2768 
1.57329 -18.3146 
1.57421 -18.3562 
1.57514 -18.4026 
1.57606 -18.4548 
1.57698 -18.5145 
1.5779 -18.584 
1.57882 -18.6677 
1.57973 -18.7281 
1.58065 -18.7539 
1.58156 -18.7814 
1.58247 -18.8111 
1.58338 -18.843 
1.58428 -18.8777 
1.58519 -18.9157 
1.58609 -18.9575 
1.58699 -19.0041 
1.58789 -19.0567 
1.58878 -19.1167 
1.58968 -19.1868 
1.59057 -19.2709 
1.59146 -19.3403 
1.59235 -19.3654 
1.59324 -19.3921 
1.59412 -19.4207 
1.59501 -19.4517 
1.59589 -19.4851 
1.59677 -19.5215 
1.59765 -19.5615 
1.59852 -19.6057 
1.5994 -19.6553 
1.60027 -19.7117 
1.60114 -19.7767 
1.60201 -19.8537 
1.60288 -19.9479 
1.60374 -19.9897 
1.60461 -20.0148 
1.60547 -20.0415 
1.60633 -20.0702 
1.60719 -20.1011 
1.60805 -20.1345 
1.6089 -20.1709 
1.60976 -20.2107 
1.61061 -20.255 
1.61146 -20.3045 
1.61231 -20.3606 
1.61316 -20.4255 
1.614 -20.5023 
1.61485 -20.5961 
1.61569 -20.6523 
1.61653 -20.6765 
1.61737 -20.7022 
1.61821 -20.7297 
1.61904 -20.7591 
1.61988 -20.791 
1.62071 -20.8255 
1.62154 -20.8632 
1.62237 -20.9047 
1.6232 -20.9508 
1.62403 -21.0028 
1.62485 -21.0619 
1.62568 -21.1308 
1.6265 -21.2132 
1.62732 -21.316 
1.62814 -21.3523 
1.62895 -21.3761 
1.62977 -21.4015 
1.63058 -21.4286 
1.63139 -21.4576 
1.63221 -21.4888 
1.63302 -21.5227 
1.63382 -21.5596 
1.63463 -21.6001 
1.63543 -21.645 
1.63624 -21.6956 
1.63704 -21.7528 
1.63784 -21.8192 
1.63864 -21.898 
1.63944 -21.9951 
1.64023 -22.0674 
1.64103 -22.09 
1.64182 -22.114 
1.64261 -22.1397 
1.6434 -22.1669 
1.64419 -22.1962 
1.64498 -22.2278 
1.64577 -22.2621 
1.64655 -22.2993 
1.64733 -22.3404 
1.64812 -22.386 
1.6489 -22.4371 
1.64968 -22.4953 
1.65045 -22.5629 
1.65123 -22.6436 
1.652 -22.7435 
1.65278 -22.8214 
1.65355 -22.8434 
1.65432 -22.8667 
1.65509 -22.8914 
1.65586 -22.9178 
1.65662 -22.946 
1.65739 -22.9762 
1.65815 -23.009 
1.65892 -23.0446 
1.65968 -23.0835 
1.66044 -23.1267 
1.6612 -23.1746 
1.66195 -23.2287 
1.66271 -23.291 
1.66346 -23.364 
1.66422 -23.4524 
1.66497 -23.5641 
1.66572 -23.6149 
1.66647 -23.6367 
1.66722 -23.6596 
1.66796 -23.6841 
1.66871 -23.71 
1.66945 -23.7378 
1.6702 -23.7676 
1.67094 -23.7997 
1.67168 -23.8345 
1.67242 -23.8727 
1.67316 -23.9146 
1.67389 -23.9612 
1.67463 -24.0139 
1.67536 -24.074 
1.6761 -24.1439 
1.67683 -24.228 
1.67756 -24.3327 
1.67829 -24.4281 
1.67902 -24.4487 
1.67974 -24.4705 
1.68047 -24.4935 
1.68119 -24.5179 
1.68192 -24.544 
1.68264 -24.5718 
1.68336 -24.6016 
1.68408 -24.6339 
1.6848 -24.6688 
1.68551 -24.7069 
1.68623 -24.7491 
1.68694 -24.796 
1.68766 -24.8486 
1.68837 -24.9089 
1.68908 -24.9792 
1.68979 -25.0636 
1.6905 -25.1688 
1.69121 -25.2832 
1.69192 -25.3031 
1.69262 -25.324 
1.69333 -25.3461 
1.69403 -25.3696 
